title,publication_date,citations,date,year,month,field,subfield,topics,main_writer,all_writers,author_ids
Impact of an Epstein-Barr Virus Serology-Based Screening Program on Nasopharyngeal Carcinoma Mortality: A Cluster-Randomized Controlled Trial,2024-10-01,0,2024-10-01,2024,10,Medicine,Otorhinolaryngology,"['Head and Neck Cancer Studies', 'Viral-associated cancers and disorders', 'Cholangiocarcinoma and Gallbladder Cancer Studies']",Ying Sun,"['Ying Sun', 'Jun Ma', 'Qing Liu']","['https://openalex.org/A5080448292', 'https://openalex.org/A5100405296', 'https://openalex.org/A5042845292']"
Prostate-specific Membrane Antigen Reporting and Data System Version 2.0,2023-07-04,0,2023-07-04,2023,7,Medicine,Pulmonary and Respiratory Medicine,"['Prostate Cancer Treatment and Research', 'Cancer, Lipids, and Metabolism', 'Radiopharmaceutical Chemistry and Applications']",Steven P. Rowe,"['Thomas A. Hope', 'Steven P. Rowe']","['https://openalex.org/A5072458448', 'https://openalex.org/A5067187971']"
Strikingly High Activity of 15‐Lipoxygenase Towards Di‐Polyunsaturated Arachidonoyl/Adrenoyl‐Phosphatidylethanolamines Generates Peroxidation Signals of Ferroptotic Cell Death,2024-01-17,0,2024-01-17,2024,1,Medicine,Pulmonary and Respiratory Medicine,"['Ferroptosis and cancer prognosis', 'RNA modifications and cancer', 'Cancer, Lipids, and Metabolism']",Xin Yang,"['Xin Yang', 'Wei Gu']","['https://openalex.org/A5021130610', 'https://openalex.org/A5015664805']"
Emerging Iontronic Neural Devices for Neuromorphic Sensory Computing,2023-03-09,0,2023-03-09,2023,3,Engineering,Electrical and Electronic Engineering,"['Advanced Memory and Neural Computing', 'Neural Networks and Reservoir Computing', 'Neural dynamics and brain function']",Xu Liu,"['Xu Liu', 'Yue Wu']","['https://openalex.org/A5100331720', 'https://openalex.org/A5103045398']"
A Modeling Study on the Responses of the Mesosphere and Lower Thermosphere (MLT) Temperature to the Initial and Main Phases of Geomagnetic Storms at High Latitudes,2023-05-10,0,2023-05-10,2023,5,Physics and Astronomy,Astronomy and Astrophysics,"['Ionosphere and magnetosphere dynamics', 'Geomagnetism and Paleomagnetism Studies', 'Solar and Space Plasma Dynamics']",Wenbin Wang,"['Wenbin Wang', 'Zheng Li', 'Hua Zhang']","['https://openalex.org/A5100329725', 'https://openalex.org/A5049446261', 'https://openalex.org/A5100408725']"
Pathogen protein modularity enables elaborate mimicry of a host phosphatase,2023-06-26,0,2023-06-26,2023,6,Agricultural and Biological Sciences,Plant Science,"['Plant-Microbe Interactions and Immunity', 'Plant Pathogens and Resistance', 'Legume Nitrogen Fixing Symbiosis']",Hui Li,"['Hui Li', 'Feng Li']","['https://openalex.org/A5100451156', 'https://openalex.org/A5100600155']"
Polypharmacy and Optimization of Guideline-Directed Medical Therapy in Heart Failure,2023-04-26,0,2023-04-26,2023,4,Medicine,Cardiology and Cardiovascular Medicine,"['Heart Failure Treatment and Management', 'Pharmaceutical Practices and Patient Outcomes', 'Medication Adherence and Compliance']",Muhammad Shahzeb Khan,"['Muhammad Shahzeb Khan', 'Muhammad Usman', 'Harriette G.C. Van Spall', 'Gregg C. Fonarow', 'Faı̈ez Zannad', 'James L. Januzzi', 'Javed Butler', 'Ambarish Pandey']","['https://openalex.org/A5049702888', 'https://openalex.org/A5100616125', 'https://openalex.org/A5059416021', 'https://openalex.org/A5070928171', 'https://openalex.org/A5036821495', 'https://openalex.org/A5043064522', 'https://openalex.org/A5079420772', 'https://openalex.org/A5111357409']"
Full-Spectrum Neuronal Diversity and Stereotypy through Whole Brain Morphometry,2023-07-25,0,2023-07-25,2023,7,"Biochemistry, Genetics and Molecular Biology",Biophysics,"['Cell Image Analysis Techniques', 'Single-cell and spatial transcriptomics', 'Advanced Fluorescence Microscopy Techniques']",Xin Chen,"['Xin Chen', 'Wei Wang']","['https://openalex.org/A5069150872', 'https://openalex.org/A5100392124']"
Enhanced dominance of soil moisture stress on vegetation growth in Eurasian drylands,2023-04-24,0,2023-04-24,2023,4,Environmental Science,Global and Planetary Change,"['Plant Water Relations and Carbon Dynamics', 'Tree-ring climate responses', 'Climate change and permafrost']",Yu Zhang,"['Yu Zhang', 'Tao Zhang', 'Ji Li', 'Shilong Piao']","['https://openalex.org/A5100437615', 'https://openalex.org/A5100375839', 'https://openalex.org/A5100421171', 'https://openalex.org/A5000033522']"
Icosapent ethyl following acute coronary syndrome: the REDUCE-IT trial,2024-01-22,0,2024-01-22,2024,1,Nursing,Nutrition and Dietetics,"['Fatty Acid Research and Health', 'Eicosanoids and Hypertension Pharmacology', 'Diet, Metabolism, and Disease']",Deepak L. Bhatt,"['Deepak L. Bhatt', 'Christie M. Ballantyne', 'Philippe Gabríel Steg']","['https://openalex.org/A5010571732', 'https://openalex.org/A5052604218', 'https://openalex.org/A5003831287']"
Uncertainty-aware State Space Transformer for Egocentric 3D Hand Trajectory Forecasting,2023-10-01,0,2023-10-01,2023,10,Neuroscience,Cognitive Neuroscience,"['EEG and Brain-Computer Interfaces', 'Anomaly Detection Techniques and Applications', 'Action Observation and Synchronization']",Zhong Li,"['Zhong Li', 'Yi Xu']","['https://openalex.org/A5049696008', 'https://openalex.org/A5100546587']"
"Emotional Exhaustion, a Proxy for Burnout, Is Associated with Sleep Health in French Healthcare Workers without Anxiety or Depressive Symptoms: A Cross-Sectional Study",2023-02-27,0,2023-02-27,2023,2,Health Professions,General Health Professions,"['Healthcare professionals’ stress and burnout', 'Workplace Health and Well-being', 'COVID-19 and Mental Health']",Guillaume Fond,"['Guillaume Fond', 'Laurent Boyer']","['https://openalex.org/A5049682210', 'https://openalex.org/A5101783597']"
Comprehensive genomic profiling of penile squamous cell carcinoma and the impact of human papillomavirus status on immune‐checkpoint inhibitor‐related biomarkers,2023-08-11,0,2023-08-11,2023,8,Medicine,Surgery,"['Genital Health and Disease', 'Urologic and reproductive health conditions', 'Cervical Cancer and HPV Research']",Pedro C. Barata,"['Pedro C. Barata', 'Rana R. McKay']","['https://openalex.org/A5053588971', 'https://openalex.org/A5058325420']"
TALAPRO-3 clinical trial protocol: phase III study of talazoparib plus enzalutamide in metastatic castration-sensitive prostate cancer,2023-10-26,0,2023-10-26,2023,10,Medicine,Oncology,"['PARP inhibition in cancer therapy', 'Prostate Cancer Treatment and Research', 'Prostate Cancer Diagnosis and Treatment']",Neeraj Agarwal,"['Neeraj Agarwal', 'Fred Saad', 'Neal D. Shore', 'Karim Fizazi']","['https://openalex.org/A5100763587', 'https://openalex.org/A5053749991', 'https://openalex.org/A5088518998', 'https://openalex.org/A5007779528']"
PH13 improves soybean shade traits and enhances yield for high-density planting at high latitudes,2023-10-26,0,2023-10-26,2023,10,Agricultural and Biological Sciences,Plant Science,"['Soybean genetics and cultivation', 'Legume Nitrogen Fixing Symbiosis', 'Agronomic Practices and Intercropping Systems']",Qiang Wang,"['Qiang Wang', 'Xing Wang', 'Jun Liu', 'Bin Liu']","['https://openalex.org/A5115590177', 'https://openalex.org/A5100680986', 'https://openalex.org/A5100361969', 'https://openalex.org/A5100682338']"
"Obstructive sleep apnea in Parkinson's disease: A prevalent, clinically relevant and treatable feature",2023-08-01,0,2023-08-01,2023,8,Medicine,Physiology,"['Obstructive Sleep Apnea Research', ""Parkinson's Disease Mechanisms and Treatments"", 'Restless Legs Syndrome Research']",Li Liu,"['Li Liu', 'Xinyi Wang', 'Tao Wang']","['https://openalex.org/A5100418777', 'https://openalex.org/A5100382936', 'https://openalex.org/A5112343566']"
"Global trends in incidence, death, burden and risk factors of early-onset cancer from 1990 to 2019",2023-07-01,0,2023-07-01,2023,7,Medicine,Oncology,"['Cancer Risks and Factors', 'Global Cancer Incidence and Screening', 'Multiple and Secondary Primary Cancers']",Xue Li,"['Jing Sun', 'Mingyang Song', 'Shuai Yuan', 'Xue Li']","['https://openalex.org/A5074591909', 'https://openalex.org/A5017604004', 'https://openalex.org/A5076350483', 'https://openalex.org/A5002415589']"
Flurpiridaz F-18 PET Myocardial Perfusion Imaging in Patients With Suspected Coronary Artery Disease,2023-10-01,0,2023-10-01,2023,10,Medicine,"Radiology, Nuclear Medicine and Imaging","['Cardiac Imaging and Diagnostics', 'Advanced X-ray and CT Imaging', 'Medical Imaging Techniques and Applications']",Jeroen J. Bax,"['Jeroen J. Bax', 'Daniel S. Berman']","['https://openalex.org/A5053011724', 'https://openalex.org/A5100727282']"
Unified End-to-End Speech Recognition and Endpointing for Fast and Efficient Speech Systems,2023-01-09,0,2023-01-09,2023,1,Computer Science,Artificial Intelligence,"['Speech Recognition and Synthesis', 'Speech and Audio Processing', 'Speech and dialogue systems']",Bo Li,"['Bo Li', 'Chao Zhang']","['https://openalex.org/A5100374448', 'https://openalex.org/A5100460139']"
The impact of smart cities on entrepreneurial activity: Evidence from a quasi-natural experiment in China,2023-01-26,0,2023-01-26,2023,1,Engineering,Media Technology,"['Smart Cities and Technologies', 'Energy, Environment, Economic Growth', 'Cultural Industries and Urban Development']",Zeyu Wang,"['Xinyi Zhang', 'Zeyu Wang']","['https://openalex.org/A5100381552', 'https://openalex.org/A5100379683']"
Personalized RNA neoantigen vaccines stimulate T cells in pancreatic cancer,2023-05-10,0,2023-05-10,2023,5,Immunology and Microbiology,Immunology,"['Immunotherapy and Immune Responses', 'Cancer Immunotherapy and Biomarkers', 'CAR-T cell therapy research']",T. Peter Kingham,"['T. Peter Kingham', 'Eileen M. O’Reilly']","['https://openalex.org/A5070901426', 'https://openalex.org/A5076438320']"
Recurring outbursts of the supernova impostor AT 2016blu in NGC 4559,2023-09-07,0,2023-09-07,2023,9,Physics and Astronomy,Astronomy and Astrophysics,"['Gamma-ray bursts and supernovae', 'Astrophysics and Cosmic Phenomena', 'Astrophysical Phenomena and Observations']",Nathan Smith,"['Nathan Smith', 'A. V. Filippenko', 'David J. Sand']","['https://openalex.org/A5018953214', 'https://openalex.org/A5044578338', 'https://openalex.org/A5061818450']"
"Bio-formulated chitosan nanoparticles enhance disease resistance against rice blast by physiomorphic, transcriptional, and microbiome modulation of rice (Oryza sativa L.)",2024-03-05,0,2024-03-05,2024,3,Materials Science,Materials Chemistry,"['Nanoparticles: synthesis and applications', 'Plant-Microbe Interactions and Immunity', 'Nematode management and characterization studies']",Jason C. White,"['Jason C. White', 'Bin Li']","['https://openalex.org/A5079737413', 'https://openalex.org/A5113036188']"
Enhanced Electrochemical Performance of Disordered Rocksalt Cathodes Enabled by a Graphite Conductive Additive,2023-08-11,0,2023-08-11,2023,8,Engineering,Electrical and Electronic Engineering,"['Advancements in Battery Materials', 'Advanced Battery Materials and Technologies', 'Graphene research and applications']",Guang Yang,"['Guang Yang', 'Chongmin Wang']","['https://openalex.org/A5075057187', 'https://openalex.org/A5100622274']"
Integrative multi-region molecular profiling of primary prostate cancer in men with synchronous lymph node metastasis,2024-05-21,0,2024-05-21,2024,5,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,"['Molecular Biology Techniques and Applications', 'Prostate Cancer Treatment and Research', 'Cancer Genomics and Diagnostics']",Shahrokh F. Shariat,"['Shahrokh F. Shariat', 'Arul M. Chinnaiyan', 'Alberto Briganti']","['https://openalex.org/A5079401169', 'https://openalex.org/A5003311852', 'https://openalex.org/A5031550729']"
"Optimizing next-generation RSV prevention in Mali: A cost-effectiveness analysis of pediatric vaccination, maternal vaccination, and extended half-life monoclonal antibody immunoprophylaxis",2023-05-05,0,2023-05-05,2023,5,Medicine,Epidemiology,"['Respiratory viral infections research', 'Pneumonia and Respiratory Infections', 'Adolescent and Pediatric Healthcare']",Kathleen M. Neuzil,"['Kathleen M. Neuzil', 'Samba O. Sow']","['https://openalex.org/A5051550648', 'https://openalex.org/A5057901946']"
Multi-objective optimization of laser shock peening based on an analytical model,2023-03-13,0,2023-03-13,2023,3,Engineering,Mechanical Engineering,"['Surface Treatment and Residual Stress', 'Healthcare and Venom Research', 'Erosion and Abrasive Machining']",Xin Li,"['Xin Li', 'Gang Liu', 'Xin Wang', 'Tao Huang']","['https://openalex.org/A5048780770', 'https://openalex.org/A5072485482', 'https://openalex.org/A5010229741', 'https://openalex.org/A5040871408']"
Transcatheter Aortic-Valve Replacement in Low-Risk Patients at Five Years,2023-10-24,0,2023-10-24,2023,10,Medicine,Cardiology and Cardiovascular Medicine,"['Cardiac Valve Diseases and Treatments', 'Infective Endocarditis Diagnosis and Management', 'Cardiac Imaging and Diagnostics']",Michael J. Mack,"['Michael J. Mack', 'Martin B. Leon', 'Vinod H. Thourani', 'Philippe Pîbarot', 'Rebecca T. Hahn', 'Susheel Kodali', 'Samir Kapadia', 'David J. Cohen', 'Stuart J. Pocock', 'Raj Makkar']","['https://openalex.org/A5019062163', 'https://openalex.org/A5106234080', 'https://openalex.org/A5007473059', 'https://openalex.org/A5009728510', 'https://openalex.org/A5055613208', 'https://openalex.org/A5019475815', 'https://openalex.org/A5086890034', 'https://openalex.org/A5100648517', 'https://openalex.org/A5023436129', 'https://openalex.org/A5044531608']"
Novel waste-derived non-noble metal catalysts to accelerate acidic and alkaline hydrogen evolution reaction,2023-04-25,0,2023-04-25,2023,4,Energy,"Renewable Energy, Sustainability and the Environment","['Electrocatalysts for Energy Conversion', 'Electrochemical Analysis and Applications', 'Advanced Photocatalysis Techniques']",Arthur J. Ragauskas,"['Bo Yu', 'Fang Liu', 'Arthur J. Ragauskas']","['https://openalex.org/A5100750156', 'https://openalex.org/A5100453134', 'https://openalex.org/A5038999513']"
"Functional analysis of a NPC1 gene from the whitefly, <i>Bemisia tabaci</i> (Hemiptera: Aleyrodidae)",2023-08-21,0,2023-08-21,2023,8,Medicine,Epidemiology,"['Trypanosoma species research and implications', 'Mosquito-borne diseases and control', 'Lysosomal Storage Disorders Research']",Hao Yu,"['Hao Yu', 'Xiaohong Chen']","['https://openalex.org/A5113242863', 'https://openalex.org/A5100373745']"
CeO<sub>2</sub> supported high-valence Fe oxide for highly active and stable water oxidation,2023-01-01,0,2023-01-01,2023,1,Energy,"Renewable Energy, Sustainability and the Environment","['Electrocatalysts for Energy Conversion', 'Advanced Memory and Neural Computing', 'Electrochemical Analysis and Applications']",Jun Yu,"['Jun Yu', 'Kun Qian']","['https://openalex.org/A5067485432', 'https://openalex.org/A5027140993']"
Global depth distribution of belowground net primary productivity and its drivers,2023-05-30,0,2023-05-30,2023,5,Environmental Science,Global and Planetary Change,"['Plant Water Relations and Carbon Dynamics', 'Soil Carbon and Nitrogen Dynamics', 'Soil Geostatistics and Mapping']",Shuai Zhang,"['Shuai Zhang', 'Yiqi Luo', 'Lei Cheng']","['https://openalex.org/A5000564610', 'https://openalex.org/A5068115238', 'https://openalex.org/A5060624662']"
Rapid visualization of PD-L1 expression level in glioblastoma immune microenvironment via machine learning cascade-based Raman histopathology,2023-12-10,0,2023-12-10,2023,12,"Biochemistry, Genetics and Molecular Biology",Biophysics,"['Spectroscopy Techniques in Biomedical and Chemical Research', 'Cell Image Analysis Techniques', 'Immunotherapy and Immune Responses']",Xiaohong Chen,"['Qiang Xu', 'Qiang Wang', 'Xiaohong Chen']","['https://openalex.org/A5002716505', 'https://openalex.org/A5100686126', 'https://openalex.org/A5100373745']"
Gut microbiota aggravates neutrophil extracellular traps-induced pancreatic injury in hypertriglyceridemic pancreatitis,2023-10-04,0,2023-10-04,2023,10,Medicine,Surgery,"['Pancreatitis Pathology and Treatment', 'Pancreatic and Hepatic Oncology Research', 'Dialysis and Renal Disease Management']",Can Zhang,"['Can Zhang', 'Tao Zhang', 'Gang Wang']","['https://openalex.org/A5100440835', 'https://openalex.org/A5115602155', 'https://openalex.org/A5100367345']"
Inside Back Cover: A Near‐Infrared Light‐Activated Photocage Based on a Ruthenium Complex for Cancer Phototherapy (Angew. Chem. Int. Ed. 24/2023),2023-04-26,0,2023-04-26,2023,4,Engineering,Biomedical Engineering,"['Nanoplatforms for cancer theranostics', 'Click Chemistry and Applications', 'Advanced Nanomaterials in Catalysis']",Ran Wang,"['Ran Wang', 'Lu Yang']","['https://openalex.org/A5100447502', 'https://openalex.org/A5073965439']"
